Orig;dest;flow
   Lajinhas; Vitoria da Conquista;0
   Mantena; Vitoria da Conquista;0
   Mantenopolis; Vitoria da Conquista;0
   Matipo; Vitoria da Conquista;0
   Miradouro; Vitoria da Conquista;0
   Mirai; Vitoria da Conquista;0
   Mutum; Vitoria da Conquista;0
   Nanuque; Vitoria da Conquista;0
   Nova Era; Vitoria da Conquista;0
   Nova Lima; Vitoria da Conquista;0
   Ouro Branco; Vitoria da Conquista;0
   Pocrane; Vitoria da Conquista;0
   Resplendor; Vitoria da Conquista;0
   Rio Casca; Vitoria da Conquista;0
   Salto da Divisa; Vitoria da Conquista;0
   Santa Luzia; Vitoria da Conquista;0
   Santo Antonio de Pádua; Vitoria da Conquista;0
   Sao Manoel de Mutu; Vitoria da Conquista;0
   Teofilo Otoni; Vitoria da Conquista;0
   Timoteo; Vitoria da Conquista;0
   Ubaitaba; Vitoria da Conquista;0
   Valadares; Vitoria da Conquista;0
   Varginha; Vitoria da Conquista;0
  Paraiba; Vitoria da Conquista;0
  Jatoba; Vitoria da Conquista;0
  Recife; Vitoria da Conquista;0
  Parnaíba; Vitoria da Conquista;0
  Campos Dos Goytacazes; Vitoria da Conquista;0
  Casemiro De Abreu; Vitoria da Conquista;0
  Mage; Vitoria da Conquista;0
  Miguel Pereira; Vitoria da Conquista;0
  Nova Iguaçu; Vitoria da Conquista;0
  Parati; Vitoria da Conquista;0
  Penha; Vitoria da Conquista;0
  Rio de Janeiro; Vitoria da Conquista;0
  Volta Redonda; Vitoria da Conquista;0
  Natal; Vitoria da Conquista;0
  Cachoeiro do Sul; Vitoria da Conquista;0
  Guaibes; Vitoria da Conquista;0
  Santa Barbara do Oeste; Vitoria da Conquista;0
  Santo Andre; Vitoria da Conquista;0
  Sao Paulo; Vitoria da Conquista;0
 Cajueiro; Vitoria da Conquista;0
 Itapebi; Vitoria da Conquista;0
  Afonso Claudio; Vitoria da Conquista;0
  Aguia Branca; Vitoria da Conquista;0
  Apiaca; Vitoria da Conquista;0
  Aracruz; Vitoria da Conquista;0
  Baixo Guandu; Vitoria da Conquista;0
  Barra de São Francisco; Vitoria da Conquista;0
  Cachoeiro de Itapemirim; Vitoria da Conquista;0
  Castelo; Vitoria da Conquista;0
  Colatina; Vitoria da Conquista;0
  Conceicao da Barra; Vitoria da Conquista;0
  Conselheiro Pena; Vitoria da Conquista;0
  Domingos Martins; Vitoria da Conquista;0
  Ecoporanga; Vitoria da Conquista;0
  Governador Lindemberg; Vitoria da Conquista;0
  Ibatiba; Vitoria da Conquista;0
  Ibiraçu; Vitoria da Conquista;0
  Itaguacu; Vitoria da Conquista;0
  Itaunas; Vitoria da Conquista;0
  Jerônimo Monteiro; Vitoria da Conquista;0
  Joao Neiva; Vitoria da Conquista;0
  Laranja da Terra; Vitoria da Conquista;0
  Linhares; Vitoria da Conquista;0
  Marataizes; Vitoria da Conquista;0
  Montanha; Vitoria da Conquista;0
  Muniz Freire; Vitoria da Conquista;0
  Nova Venécia; Vitoria da Conquista;0
  Pancas; Vitoria da Conquista;0
  Pinheiros; Vitoria da Conquista;0
  Presidente Kennedy; Vitoria da Conquista;0
  Santa Leopoldina; Vitoria da Conquista;0
  Santa Teresa; Vitoria da Conquista;0
  Sao Gabriel da Palha; Vitoria da Conquista;0
  Sao Mateus; Vitoria da Conquista;0
  Vila Pavao; Vitoria da Conquista;0
RMGV - Cariacica; Vitoria da Conquista;0
RMGV - Fundao; Vitoria da Conquista;0
RMGV - Serra; Vitoria da Conquista;0
RMGV - Viana; Vitoria da Conquista;0
RMGV - Vila Velha; Vitoria da Conquista;0
RMGV - Vitoria; Vitoria da Conquista;0
RMGV; Acopiara;0
desconhecido - BA; Acopiara;0
desconhecido - CE; Acopiara;0
desconhecido - MA; Acopiara;0
desconhecido - MG; Acopiara;0
desconhecido - PE; Acopiara;0
desconhecido - PI; Acopiara;0
desconhecido - PR; Acopiara;0
  Santa Luzia do norte; Acopiara;0
 Almadino; Acopiara;0
 Aurelino Leal; Acopiara;0
 Camacan; Acopiara;0
 Canavieiras; Acopiara;0
 Caravelas; Acopiara;0
 Carlos Chagas; Acopiara;0
 Eunapolis; Acopiara;0
 Guaratinga; Acopiara;0
 Ibicarai; Acopiara;0
 Ilheus; Acopiara;0
 Itabuna; Acopiara;0
 Itajuipe; Acopiara;0
 Itamaraju; Acopiara;0
 Itanhem; Acopiara;0
 Itapemirim; Acopiara;0
 Itubera; Acopiara;0
 Medeiros Neto; Acopiara;0
 Mucuri; Acopiara;0
 Nova Itarana; Acopiara;0
 Nova Viçosa; Acopiara;0
 Oruçu; Acopiara;0
 Paulo Afonso; Acopiara;0
 Porto Seguro; Acopiara;0
 Potiragua; Acopiara;0
 Prado; Acopiara;0
 Salvador; Acopiara;0
 Teixeira de Freitas; Acopiara;0
 Una; Acopiara;0
 Uruçuba; Acopiara;0
 Valencia; Acopiara;0
 Vitoria da Conquista; Acopiara;0
 Acopiara; Acopiara;0
 Goiania; Acopiara;0
 Araujos; Acopiara;0
 Imperatriz; Acopiara;0
 Sao Luis; Acopiara;0
   Aimorés; Acopiara;0
   Belo Horizonte; Acopiara;0
   Bertopolis; Acopiara;0
   Cachoeira da Prata; Acopiara;0
   Caete; Acopiara;0
   Carangola; Acopiara;0
   Caratinga; Acopiara;0
   Conceiçao Capim; Acopiara;0
   Conselheiro Pena; Acopiara;0
   Governador Valadares; Acopiara;0
   Iapu; Acopiara;0
   Ipatinga; Acopiara;0
   Itabira; Acopiara;0
   Itabirim de Mantena; Acopiara;0
   Itanhomi; Acopiara;0
   Itauna; Acopiara;0
   Januaria; Acopiara;0
   Joao Monlevade; Acopiara;0
   Juaima; Acopiara;0
   Ladainha; Acopiara;0
   Lajinhas; Acopiara;0
   Mantena; Acopiara;0
   Mantenopolis; Acopiara;0
   Matipo; Acopiara;0
   Miradouro; Acopiara;0
   Mirai; Acopiara;0
   Mutum; Acopiara;0
   Nanuque; Acopiara;0
   Nova Era; Acopiara;0
   Nova Lima; Acopiara;0
   Ouro Branco; Acopiara;0
   Pocrane; Acopiara;0
   Resplendor; Acopiara;0
   Rio Casca; Acopiara;0
   Salto da Divisa; Acopiara;0
   Santa Luzia; Acopiara;0
   Santo Antonio de Pádua; Acopiara;0
   Sao Manoel de Mutu; Acopiara;0
   Teofilo Otoni; Acopiara;0
   Timoteo; Acopiara;0
   Ubaitaba; Acopiara;0
   Valadares; Acopiara;0
   Varginha; Acopiara;0
  Paraiba; Acopiara;0
  Jatoba; Acopiara;0
  Recife; Acopiara;0
  Parnaíba; Acopiara;0
  Campos Dos Goytacazes; Acopiara;0
  Casemiro De Abreu; Acopiara;0
  Mage; Acopiara;0
  Miguel Pereira; Acopiara;0
  Nova Iguaçu; Acopiara;0
  Parati; Acopiara;0
  Penha; Acopiara;0
  Rio de Janeiro; Acopiara;0
  Volta Redonda; Acopiara;0
  Natal; Acopiara;0
  Cachoeiro do Sul; Acopiara;0
  Guaibes; Acopiara;0
  Santa Barbara do Oeste; Acopiara;0
  Santo Andre; Acopiara;0
  Sao Paulo; Acopiara;0
 Cajueiro; Acopiara;0
 Itapebi; Acopiara;0
  Afonso Claudio; Acopiara;0
  Aguia Branca; Acopiara;0
  Apiaca; Acopiara;0
  Aracruz; Acopiara;0
  Baixo Guandu; Acopiara;0
  Barra de São Francisco; Acopiara;0
  Cachoeiro de Itapemirim; Acopiara;0
  Castelo; Acopiara;0
  Colatina; Acopiara;0
  Conceicao da Barra; Acopiara;0
  Conselheiro Pena; Acopiara;0
  Domingos Martins; Acopiara;0
  Ecoporanga; Acopiara;0
  Governador Lindemberg; Acopiara;0
  Ibatiba; Acopiara;0
  Ibiraçu; Acopiara;0
  Itaguacu; Acopiara;0
  Itaunas; Acopiara;0
  Jerônimo Monteiro; Acopiara;0
  Joao Neiva; Acopiara;0
  Laranja da Terra; Acopiara;0
  Linhares; Acopiara;0
  Marataizes; Acopiara;0
  Montanha; Acopiara;0
  Muniz Freire; Acopiara;0
  Nova Venécia; Acopiara;0
  Pancas; Acopiara;0
  Pinheiros; Acopiara;0
  Presidente Kennedy; Acopiara;0
  Santa Leopoldina; Acopiara;0
  Santa Teresa; Acopiara;0
  Sao Gabriel da Palha; Acopiara;0
  Sao Mateus; Acopiara;0
  Vila Pavao; Acopiara;0
RMGV - Cariacica; Acopiara;0
RMGV - Fundao; Acopiara;0
RMGV - Serra; Acopiara;0
RMGV - Viana; Acopiara;0
RMGV - Vila Velha; Acopiara;0
RMGV - Vitoria; Acopiara;0
RMGV; Goiania;0
desconhecido - BA; Goiania;0
desconhecido - CE; Goiania;0
desconhecido - MA; Goiania;0
desconhecido - MG; Goiania;0
desconhecido - PE; Goiania;0
desconhecido - PI; Goiania;0
desconhecido - PR; Goiania;0
  Santa Luzia do norte; Goiania;0
 Almadino; Goiania;0
 Aurelino Leal; Goiania;0
 Camacan; Goiania;0
 Canavieiras; Goiania;0
 Caravelas; Goiania;0
 Carlos Chagas; Goiania;0
 Eunapolis; Goiania;0
 Guaratinga; Goiania;0
 Ibicarai; Goiania;0
 Ilheus; Goiania;0
 Itabuna; Goiania;0
 Itajuipe; Goiania;0
 Itamaraju; Goiania;0
 Itanhem; Goiania;0
 Itapemirim; Goiania;0
 Itubera; Goiania;0
 Medeiros Neto; Goiania;0
 Mucuri; Goiania;0
 Nova Itarana; Goiania;0
 Nova Viçosa; Goiania;0
 Oruçu; Goiania;0
 Paulo Afonso; Goiania;0
 Porto Seguro; Goiania;0
 Potiragua; Goiania;0
 Prado; Goiania;0
 Salvador; Goiania;0
 Teixeira de Freitas; Goiania;0
 Una; Goiania;0
 Uruçuba; Goiania;0
 Valencia; Goiania;0
 Vitoria da Conquista; Goiania;0
 Acopiara; Goiania;0
 Goiania; Goiania;0
 Araujos; Goiania;0
 Imperatriz; Goiania;0
 Sao Luis; Goiania;0
   Aimorés; Goiania;0
   Belo Horizonte; Goiania;0
   Bertopolis; Goiania;0
   Cachoeira da Prata; Goiania;0
   Caete; Goiania;0
   Carangola; Goiania;0
   Caratinga; Goiania;0
   Conceiçao Capim; Goiania;0
   Conselheiro Pena; Goiania;0
   Governador Valadares; Goiania;0
   Iapu; Goiania;0
   Ipatinga; Goiania;0
   Itabira; Goiania;0
   Itabirim de Mantena; Goiania;0
   Itanhomi; Goiania;0
   Itauna; Goiania;0
   Januaria; Goiania;0
   Joao Monlevade; Goiania;0
   Juaima; Goiania;0
   Ladainha; Goiania;0
   Lajinhas; Goiania;0
   Mantena; Goiania;0
   Mantenopolis; Goiania;0
   Matipo; Goiania;0
   Miradouro; Goiania;0
   Mirai; Goiania;0
   Mutum; Goiania;0
   Nanuque; Goiania;0
   Nova Era; Goiania;0
   Nova Lima; Goiania;0
   Ouro Branco; Goiania;0
   Pocrane; Goiania;0
   Resplendor; Goiania;0
   Rio Casca; Goiania;0
   Salto da Divisa; Goiania;0
   Santa Luzia; Goiania;0
   Santo Antonio de Pádua; Goiania;0
   Sao Manoel de Mutu; Goiania;0
   Teofilo Otoni; Goiania;0
   Timoteo; Goiania;0
   Ubaitaba; Goiania;0
   Valadares; Goiania;0
   Varginha; Goiania;0
  Paraiba; Goiania;0
  Jatoba; Goiania;0
  Recife; Goiania;0
  Parnaíba; Goiania;0
  Campos Dos Goytacazes; Goiania;0
  Casemiro De Abreu; Goiania;0
  Mage; Goiania;0
  Miguel Pereira; Goiania;0
  Nova Iguaçu; Goiania;0
  Parati; Goiania;0
  Penha; Goiania;0
  Rio de Janeiro; Goiania;0
  Volta Redonda; Goiania;0
  Natal; Goiania;0
  Cachoeiro do Sul; Goiania;0
  Guaibes; Goiania;0
  Santa Barbara do Oeste; Goiania;0
  Santo Andre; Goiania;0
  Sao Paulo; Goiania;0
 Cajueiro; Goiania;0
 Itapebi; Goiania;0
  Afonso Claudio; Goiania;0
  Aguia Branca; Goiania;0
  Apiaca; Goiania;0
  Aracruz; Goiania;0
  Baixo Guandu; Goiania;0
  Barra de São Francisco; Goiania;0
  Cachoeiro de Itapemirim; Goiania;0
  Castelo; Goiania;0
  Colatina; Goiania;0
  Conceicao da Barra; Goiania;0
  Conselheiro Pena; Goiania;0
  Domingos Martins; Goiania;0
  Ecoporanga; Goiania;0
  Governador Lindemberg; Goiania;0
  Ibatiba; Goiania;0
  Ibiraçu; Goiania;0
  Itaguacu; Goiania;0
  Itaunas; Goiania;0
  Jerônimo Monteiro; Goiania;0
  Joao Neiva; Goiania;0
  Laranja da Terra; Goiania;0
  Linhares; Goiania;0
  Marataizes; Goiania;0
  Montanha; Goiania;0
  Muniz Freire; Goiania;0
  Nova Venécia; Goiania;0
  Pancas; Goiania;0
  Pinheiros; Goiania;0
  Presidente Kennedy; Goiania;0
  Santa Leopoldina; Goiania;0
  Santa Teresa; Goiania;0
  Sao Gabriel da Palha; Goiania;0
  Sao Mateus; Goiania;0
  Vila Pavao; Goiania;0
RMGV - Cariacica; Goiania;0
RMGV - Fundao; Goiania;0
RMGV - Serra; Goiania;0
RMGV - Viana; Goiania;0
RMGV - Vila Velha; Goiania;0
RMGV - Vitoria; Goiania;0
RMGV; Araujos;0
desconhecido - BA; Araujos;0
desconhecido - CE; Araujos;0
desconhecido - MA; Araujos;0
desconhecido - MG; Araujos;0
desconhecido - PE; Araujos;0
desconhecido - PI; Araujos;0
desconhecido - PR; Araujos;0
  Santa Luzia do norte; Araujos;0
 Almadino; Araujos;0
 Aurelino Leal; Araujos;0
 Camacan; Araujos;0
 Canavieiras; Araujos;0
 Caravelas; Araujos;0
 Carlos Chagas; Araujos;0
 Eunapolis; Araujos;0
 Guaratinga; Araujos;0
 Ibicarai; Araujos;0
 Ilheus; Araujos;0
 Itabuna; Araujos;0
 Itajuipe; Araujos;0
 Itamaraju; Araujos;0
 Itanhem; Araujos;0
 Itapemirim; Araujos;0
 Itubera; Araujos;0
 Medeiros Neto; Araujos;0
 Mucuri; Araujos;0
 Nova Itarana; Araujos;0
 Nova Viçosa; Araujos;0
 Oruçu; Araujos;0
 Paulo Afonso; Araujos;0
 Porto Seguro; Araujos;0
 Potiragua; Araujos;0
 Prado; Araujos;0
 Salvador; Araujos;0
 Teixeira de Freitas; Araujos;0
 Una; Araujos;0
 Uruçuba; Araujos;0
 Valencia; Araujos;0
 Vitoria da Conquista; Araujos;0
 Acopiara; Araujos;0
 Goiania; Araujos;0
 Araujos; Araujos;0
 Imperatriz; Araujos;0
 Sao Luis; Araujos;0
   Aimorés; Araujos;0
   Belo Horizonte; Araujos;0
   Bertopolis; Araujos;0
   Cachoeira da Prata; Araujos;0
   Caete; Araujos;0
   Carangola; Araujos;0
   Caratinga; Araujos;0
   Conceiçao Capim; Araujos;0
   Conselheiro Pena; Araujos;0
   Governador Valadares; Araujos;0
   Iapu; Araujos;0
   Ipatinga; Araujos;0
   Itabira; Araujos;0
   Itabirim de Mantena; Araujos;0
   Itanhomi; Araujos;0
   Itauna; Araujos;0
   Januaria; Araujos;0
   Joao Monlevade; Araujos;0
   Juaima; Araujos;0
   Ladainha; Araujos;0
   Lajinhas; Araujos;0
   Mantena; Araujos;0
   Mantenopolis; Araujos;0
   Matipo; Araujos;0
   Miradouro; Araujos;0
   Mirai; Araujos;0
   Mutum; Araujos;0
   Nanuque; Araujos;0
   Nova Era; Araujos;0
   Nova Lima; Araujos;0
   Ouro Branco; Araujos;0
   Pocrane; Araujos;0
   Resplendor; Araujos;0
   Rio Casca; Araujos;0
   Salto da Divisa; Araujos;0
   Santa Luzia; Araujos;0
   Santo Antonio de Pádua; Araujos;0
   Sao Manoel de Mutu; Araujos;0
   Teofilo Otoni; Araujos;0
   Timoteo; Araujos;0
   Ubaitaba; Araujos;0
   Valadares; Araujos;0
   Varginha; Araujos;0
  Paraiba; Araujos;0
  Jatoba; Araujos;0
  Recife; Araujos;0
  Parnaíba; Araujos;0
  Campos Dos Goytacazes; Araujos;0
  Casemiro De Abreu; Araujos;0
  Mage; Araujos;0
  Miguel Pereira; Araujos;0
  Nova Iguaçu; Araujos;0
  Parati; Araujos;0
  Penha; Araujos;0
  Rio de Janeiro; Araujos;0
  Volta Redonda; Araujos;0
  Natal; Araujos;0
  Cachoeiro do Sul; Araujos;0
  Guaibes; Araujos;0
  Santa Barbara do Oeste; Araujos;0
  Santo Andre; Araujos;0
  Sao Paulo; Araujos;0
 Cajueiro; Araujos;0
 Itapebi; Araujos;0
  Afonso Claudio; Araujos;0
  Aguia Branca; Araujos;0
  Apiaca; Araujos;0
  Aracruz; Araujos;0
  Baixo Guandu; Araujos;0
  Barra de São Francisco; Araujos;0
  Cachoeiro de Itapemirim; Araujos;0
  Castelo; Araujos;0
  Colatina; Araujos;0
  Conceicao da Barra; Araujos;0
  Conselheiro Pena; Araujos;0
  Domingos Martins; Araujos;0
  Ecoporanga; Araujos;0
  Governador Lindemberg; Araujos;0
  Ibatiba; Araujos;0
  Ibiraçu; Araujos;0
  Itaguacu; Araujos;0
  Itaunas; Araujos;0
  Jerônimo Monteiro; Araujos;0
  Joao Neiva; Araujos;0
  Laranja da Terra; Araujos;0
  Linhares; Araujos;0
  Marataizes; Araujos;0
  Montanha; Araujos;0
  Muniz Freire; Araujos;0
  Nova Venécia; Araujos;0
  Pancas; Araujos;0
  Pinheiros; Araujos;0
  Presidente Kennedy; Araujos;0
  Santa Leopoldina; Araujos;0
  Santa Teresa; Araujos;0
  Sao Gabriel da Palha; Araujos;0
  Sao Mateus; Araujos;0
  Vila Pavao; Araujos;0
RMGV - Cariacica; Araujos;0
RMGV - Fundao; Araujos;0
RMGV - Serra; Araujos;0
RMGV - Viana; Araujos;0
RMGV - Vila Velha; Araujos;0
RMGV - Vitoria; Araujos;0
RMGV; Imperatriz;0
desconhecido - BA; Imperatriz;0
desconhecido - CE; Imperatriz;0
desconhecido - MA; Imperatriz;0
desconhecido - MG; Imperatriz;0
desconhecido - PE; Imperatriz;0
desconhecido - PI; Imperatriz;0
desconhecido - PR; Imperatriz;0
  Santa Luzia do norte; Imperatriz;0
 Almadino; Imperatriz;0
 Aurelino Leal; Imperatriz;0
 Camacan; Imperatriz;0
 Canavieiras; Imperatriz;0
 Caravelas; Imperatriz;0
 Carlos Chagas; Imperatriz;0
 Eunapolis; Imperatriz;0
 Guaratinga; Imperatriz;0
 Ibicarai; Imperatriz;0
 Ilheus; Imperatriz;0
 Itabuna; Imperatriz;0
 Itajuipe; Imperatriz;0
 Itamaraju; Imperatriz;0
 Itanhem; Imperatriz;0
 Itapemirim; Imperatriz;0
 Itubera; Imperatriz;0
 Medeiros Neto; Imperatriz;0
 Mucuri; Imperatriz;0
 Nova Itarana; Imperatriz;0
 Nova Viçosa; Imperatriz;0
 Oruçu; Imperatriz;0
 Paulo Afonso; Imperatriz;0
 Porto Seguro; Imperatriz;0
 Potiragua; Imperatriz;0
 Prado; Imperatriz;0
 Salvador; Imperatriz;0
 Teixeira de Freitas; Imperatriz;0
 Una; Imperatriz;0
 Uruçuba; Imperatriz;0
 Valencia; Imperatriz;0
 Vitoria da Conquista; Imperatriz;0
 Acopiara; Imperatriz;0
 Goiania; Imperatriz;0
 Araujos; Imperatriz;0
 Imperatriz; Imperatriz;0
 Sao Luis; Imperatriz;0
   Aimorés; Imperatriz;0
   Belo Horizonte; Imperatriz;0
   Bertopolis; Imperatriz;0
   Cachoeira da Prata; Imperatriz;0
   Caete; Imperatriz;0
   Carangola; Imperatriz;0
   Caratinga; Imperatriz;0
   Conceiçao Capim; Imperatriz;0
   Conselheiro Pena; Imperatriz;0
   Governador Valadares; Imperatriz;0
   Iapu; Imperatriz;0
   Ipatinga; Imperatriz;0
   Itabira; Imperatriz;0
   Itabirim de Mantena; Imperatriz;0
   Itanhomi; Imperatriz;0
   Itauna; Imperatriz;0
   Januaria; Imperatriz;0
   Joao Monlevade; Imperatriz;0
   Juaima; Imperatriz;0
   Ladainha; Imperatriz;0
   Lajinhas; Imperatriz;0
   Mantena; Imperatriz;0
   Mantenopolis; Imperatriz;0
   Matipo; Imperatriz;0
   Miradouro; Imperatriz;0
   Mirai; Imperatriz;0
   Mutum; Imperatriz;0
   Nanuque; Imperatriz;0
   Nova Era; Imperatriz;0
   Nova Lima; Imperatriz;0
   Ouro Branco; Imperatriz;0
   Pocrane; Imperatriz;0
   Resplendor; Imperatriz;0
   Rio Casca; Imperatriz;0
   Salto da Divisa; Imperatriz;0
   Santa Luzia; Imperatriz;0
   Santo Antonio de Pádua; Imperatriz;0
   Sao Manoel de Mutu; Imperatriz;0
   Teofilo Otoni; Imperatriz;0
   Timoteo; Imperatriz;0
   Ubaitaba; Imperatriz;0
   Valadares; Imperatriz;0
   Varginha; Imperatriz;0
  Paraiba; Imperatriz;0
  Jatoba; Imperatriz;0
  Recife; Imperatriz;0
  Parnaíba; Imperatriz;0
  Campos Dos Goytacazes; Imperatriz;0
  Casemiro De Abreu; Imperatriz;0
  Mage; Imperatriz;0
  Miguel Pereira; Imperatriz;0
  Nova Iguaçu; Imperatriz;0
  Parati; Imperatriz;0
  Penha; Imperatriz;0
  Rio de Janeiro; Imperatriz;0
  Volta Redonda; Imperatriz;0
  Natal; Imperatriz;0
  Cachoeiro do Sul; Imperatriz;0
  Guaibes; Imperatriz;0
  Santa Barbara do Oeste; Imperatriz;0
  Santo Andre; Imperatriz;0
  Sao Paulo; Imperatriz;0
 Cajueiro; Imperatriz;0
 Itapebi; Imperatriz;0
  Afonso Claudio; Imperatriz;0
  Aguia Branca; Imperatriz;0
  Apiaca; Imperatriz;0
  Aracruz; Imperatriz;0
  Baixo Guandu; Imperatriz;0
  Barra de São Francisco; Imperatriz;0
  Cachoeiro de Itapemirim; Imperatriz;0
  Castelo; Imperatriz;0
  Colatina; Imperatriz;0
  Conceicao da Barra; Imperatriz;0
  Conselheiro Pena; Imperatriz;0
  Domingos Martins; Imperatriz;0
  Ecoporanga; Imperatriz;0
  Governador Lindemberg; Imperatriz;0
  Ibatiba; Imperatriz;0
  Ibiraçu; Imperatriz;0
  Itaguacu; Imperatriz;0
  Itaunas; Imperatriz;0
  Jerônimo Monteiro; Imperatriz;0
  Joao Neiva; Imperatriz;0
  Laranja da Terra; Imperatriz;0
  Linhares; Imperatriz;0
  Marataizes; Imperatriz;0
  Montanha; Imperatriz;0
  Muniz Freire; Imperatriz;0
  Nova Venécia; Imperatriz;0
  Pancas; Imperatriz;0
  Pinheiros; Imperatriz;0
  Presidente Kennedy; Imperatriz;0
  Santa Leopoldina; Imperatriz;0
  Santa Teresa; Imperatriz;0
  Sao Gabriel da Palha; Imperatriz;0
  Sao Mateus; Imperatriz;0
  Vila Pavao; Imperatriz;0
RMGV - Cariacica; Imperatriz;0
RMGV - Fundao; Imperatriz;0
RMGV - Serra; Imperatriz;0
RMGV - Viana; Imperatriz;0
RMGV - Vila Velha; Imperatriz;0
RMGV - Vitoria; Imperatriz;0
RMGV; Sao Luis;0
desconhecido - BA; Sao Luis;0
desconhecido - CE; Sao Luis;0
desconhecido - MA; Sao Luis;0
desconhecido - MG; Sao Luis;0
desconhecido - PE; Sao Luis;0
desconhecido - PI; Sao Luis;0
desconhecido - PR; Sao Luis;0
  Santa Luzia do norte; Sao Luis;0
 Almadino; Sao Luis;0
 Aurelino Leal; Sao Luis;0
 Camacan; Sao Luis;0
 Canavieiras; Sao Luis;0
 Caravelas; Sao Luis;0
 Carlos Chagas; Sao Luis;0
 Eunapolis; Sao Luis;0
 Guaratinga; Sao Luis;0
 Ibicarai; Sao Luis;0
 Ilheus; Sao Luis;0
 Itabuna; Sao Luis;0
 Itajuipe; Sao Luis;0
 Itamaraju; Sao Luis;0
 Itanhem; Sao Luis;0
 Itapemirim; Sao Luis;0
 Itubera; Sao Luis;0
 Medeiros Neto; Sao Luis;0
 Mucuri; Sao Luis;0
 Nova Itarana; Sao Luis;0
 Nova Viçosa; Sao Luis;0
 Oruçu; Sao Luis;0
 Paulo Afonso; Sao Luis;0
 Porto Seguro; Sao Luis;0
 Potiragua; Sao Luis;0
 Prado; Sao Luis;0
 Salvador; Sao Luis;0
 Teixeira de Freitas; Sao Luis;0
 Una; Sao Luis;0
 Uruçuba; Sao Luis;0
 Valencia; Sao Luis;0
 Vitoria da Conquista; Sao Luis;0
 Acopiara; Sao Luis;0
 Goiania; Sao Luis;0
 Araujos; Sao Luis;0
 Imperatriz; Sao Luis;0
 Sao Luis; Sao Luis;0
   Aimorés; Sao Luis;0
   Belo Horizonte; Sao Luis;0
   Bertopolis; Sao Luis;0
   Cachoeira da Prata; Sao Luis;0
   Caete; Sao Luis;0
   Carangola; Sao Luis;0
   Caratinga; Sao Luis;0
   Conceiçao Capim; Sao Luis;0
   Conselheiro Pena; Sao Luis;0
   Governador Valadares; Sao Luis;0
   Iapu; Sao Luis;0
   Ipatinga; Sao Luis;0
   Itabira; Sao Luis;0
   Itabirim de Mantena; Sao Luis;0
   Itanhomi; Sao Luis;0
   Itauna; Sao Luis;0
   Januaria; Sao Luis;0
   Joao Monlevade; Sao Luis;0
   Juaima; Sao Luis;0
   Ladainha; Sao Luis;0
   Lajinhas; Sao Luis;0
   Mantena; Sao Luis;0
   Mantenopolis; Sao Luis;0
   Matipo; Sao Luis;0
   Miradouro; Sao Luis;0
   Mirai; Sao Luis;0
   Mutum; Sao Luis;0
   Nanuque; Sao Luis;0
   Nova Era; Sao Luis;0
